Latitude,Longitude,Total Ports,EV Connector Type
40.747123,-73.972257,1,J1772
40.747123,-73.972257,0,J1772COMBO
40.747123,-73.972257,0,Simultaneous DCFC Ports
40.747123,-73.972257,2,TESLA
40.74719,-73.825366,0,CHADEMO
40.74719,-73.825366,0,J1772
40.74719,-73.825366,0,J1772COMBO
40.74719,-73.825366,0,Simultaneous DCFC Ports
40.74719,-73.825366,6,TESLA
40.747207,-73.980743,0,CHADEMO
40.747207,-73.980743,1,J1772
40.747207,-73.980743,0,J1772COMBO
40.747207,-73.980743,0,Simultaneous DCFC Ports
40.747207,-73.980743,2,TESLA
40.747278,-74.007618,0,CHADEMO
40.747278,-74.007618,0,J1772
40.747278,-74.007618,0,J1772COMBO
40.747278,-74.007618,0,Simultaneous DCFC Ports
40.747278,-74.007618,6,TESLA
40.74733,-73.984857,0,CHADEMO
40.74733,-73.984857,1,J1772
40.74733,-73.984857,0,J1772COMBO
40.74733,-73.984857,0,Simultaneous DCFC Ports
40.74733,-73.984857,2,TESLA
40.7475211,-73.3249516,0,CHADEMO
40.7475211,-73.3249516,4,J1772
40.7475211,-73.3249516,0,J1772COMBO
40.7475211,-73.3249516,0,Simultaneous DCFC Ports
40.7475211,-73.3249516,0,TESLA
40.747653,-73.942313,0,CHADEMO
40.747653,-73.942313,0,J1772
40.747653,-73.942313,0,J1772COMBO
40.747653,-73.942313,0,Simultaneous DCFC Ports
40.747653,-73.942313,8,TESLA
40.74793,-73.974556,0,CHADEMO
40.74793,-73.974556,1,J1772
40.74793,-73.974556,0,J1772COMBO
40.74793,-73.974556,0,Simultaneous DCFC Ports
40.74793,-73.974556,0,TESLA
40.748015,-73.141164,0,CHADEMO
40.748015,-73.141164,8,J1772
40.748015,-73.141164,0,J1772COMBO
40.748015,-73.141164,0,Simultaneous DCFC Ports
40.748015,-73.141164,0,TESLA
40.748085,-73.616882,1,CHADEMO
40.748085,-73.616882,0,J1772
40.748085,-73.616882,4,J1772COMBO
40.748085,-73.616882,0,Simultaneous DCFC Ports
40.748085,-73.616882,0,TESLA
40.748094,-73.976864,0,CHADEMO
40.748094,-73.976864,1,J1772
40.748094,-73.976864,0,J1772COMBO
40.748094,-73.976864,0,Simultaneous DCFC Ports
40.748094,-73.976864,2,TESLA
40.748121,-73.95599,0,CHADEMO
40.748121,-73.95599,0,J1772
40.748121,-73.95599,0,J1772COMBO
40.748121,-73.95599,0,Simultaneous DCFC Ports
40.748121,-73.95599,8,TESLA
40.748166,-73.139644,0,CHADEMO
40.748166,-73.139644,0,J1772
40.748166,-73.139644,1,J1772COMBO
40.748166,-73.139644,0,Simultaneous DCFC Ports
40.748166,-73.139644,0,TESLA
40.748359,-73.972213,0,CHADEMO
40.748359,-73.972213,1,J1772
40.748359,-73.972213,0,J1772COMBO
40.748359,-73.972213,0,Simultaneous DCFC Ports
40.748359,-73.972213,0,TESLA
40.748762,-73.942538,0,CHADEMO
40.748762,-73.942538,1,J1772
40.748762,-73.942538,0,J1772COMBO
40.748762,-73.942538,0,Simultaneous DCFC Ports
40.748762,-73.942538,2,TESLA
40.748789,-73.989915,0,CHADEMO
40.748789,-73.989915,1,J1772
40.748789,-73.989915,0,J1772COMBO
40.748789,-73.989915,0,Simultaneous DCFC Ports
40.748789,-73.989915,2,TESLA
40.748931,-74.006078,0,CHADEMO
40.748931,-74.006078,2,J1772
40.748931,-74.006078,0,J1772COMBO
40.748931,-74.006078,0,Simultaneous DCFC Ports
40.748931,-74.006078,4,TESLA
40.749666,-74.005485,0,CHADEMO
40.749666,-74.005485,1,J1772
40.749666,-74.005485,0,J1772COMBO
40.749666,-74.005485,0,Simultaneous DCFC Ports
40.749666,-74.005485,1,TESLA
40.749893,-73.939758,0,CHADEMO
40.749893,-73.939758,0,J1772
40.749893,-73.939758,0,J1772COMBO
40.749893,-73.939758,0,Simultaneous DCFC Ports
40.749893,-73.939758,6,TESLA
40.750254,-73.978627,0,CHADEMO
40.750254,-73.978627,1,J1772
40.750254,-73.978627,0,J1772COMBO
40.750254,-73.978627,0,Simultaneous DCFC Ports
40.750254,-73.978627,2,TESLA
40.751363,-73.986389,0,CHADEMO
40.751363,-73.986389,1,J1772
40.751363,-73.986389,0,J1772COMBO
40.751363,-73.986389,0,Simultaneous DCFC Ports
40.751363,-73.986389,2,TESLA
40.751614,-73.992601,0,CHADEMO
40.751614,-73.992601,1,J1772
40.751614,-73.992601,0,J1772COMBO
40.751614,-73.992601,0,Simultaneous DCFC Ports
40.751614,-73.992601,0,TESLA
40.751676,-73.971144,0,CHADEMO
40.751676,-73.971144,1,J1772
40.751676,-73.971144,0,J1772COMBO
40.751676,-73.971144,0,Simultaneous DCFC Ports
40.751676,-73.971144,2,TESLA
40.751772,-73.964999,0,CHADEMO
40.751772,-73.964999,1,J1772
40.751772,-73.964999,0,J1772COMBO
40.751772,-73.964999,0,Simultaneous DCFC Ports
40.751772,-73.964999,2,TESLA
40.751784,-73.969463,0,CHADEMO
40.751784,-73.969463,1,J1772
40.751784,-73.969463,0,J1772COMBO
40.751784,-73.969463,0,Simultaneous DCFC Ports
40.751784,-73.969463,1,TESLA
40.751815,-73.941166,0,CHADEMO
40.751815,-73.941166,0,J1772
40.751815,-73.941166,0,J1772COMBO
40.751815,-73.941166,0,Simultaneous DCFC Ports
40.751815,-73.941166,4,TESLA
40.751987,-74.001701,0,CHADEMO
40.751987,-74.001701,1,J1772
40.751987,-74.001701,0,J1772COMBO
40.751987,-74.001701,0,Simultaneous DCFC Ports
40.751987,-74.001701,2,TESLA
40.752004,-73.972808,0,CHADEMO
40.752004,-73.972808,1,J1772
40.752004,-73.972808,0,J1772COMBO
40.752004,-73.972808,0,Simultaneous DCFC Ports
40.752004,-73.972808,2,TESLA
40.752301,-73.99,0,CHADEMO
40.752301,-73.99,0,J1772
40.752301,-73.99,0,J1772COMBO
40.752301,-73.99,0,Simultaneous DCFC Ports
40.752301,-73.99,1,TESLA
40.752516,-73.965347,0,CHADEMO
40.752516,-73.965347,1,J1772
40.752516,-73.965347,0,J1772COMBO
40.752516,-73.965347,0,Simultaneous DCFC Ports
40.752516,-73.965347,2,TESLA
40.752558,-74.002736,0,CHADEMO
40.752558,-74.002736,1,J1772
40.752558,-74.002736,0,J1772COMBO
40.752558,-74.002736,0,Simultaneous DCFC Ports
40.752558,-74.002736,2,TESLA
40.752693,-74.002954,0,CHADEMO
40.752693,-74.002954,1,J1772
40.752693,-74.002954,0,J1772COMBO
40.752693,-74.002954,0,Simultaneous DCFC Ports
40.752693,-74.002954,2,TESLA
40.75323,-73.96799,0,CHADEMO
40.75323,-73.96799,1,J1772
40.75323,-73.96799,0,J1772COMBO
40.75323,-73.96799,0,Simultaneous DCFC Ports
40.75323,-73.96799,2,TESLA
40.753356,-73.971685,0,CHADEMO
40.753356,-73.971685,0,J1772
40.753356,-73.971685,0,J1772COMBO
40.753356,-73.971685,0,Simultaneous DCFC Ports
40.753356,-73.971685,4,TESLA
40.753624,-73.823573,0,CHADEMO
40.753624,-73.823573,1,J1772
40.753624,-73.823573,0,J1772COMBO
40.753624,-73.823573,0,Simultaneous DCFC Ports
40.753624,-73.823573,0,TESLA
40.753639,-73.823616,0,CHADEMO
40.753639,-73.823616,0,J1772
40.753639,-73.823616,0,J1772COMBO
40.753639,-73.823616,0,Simultaneous DCFC Ports
40.753639,-73.823616,4,TESLA
40.753954,-73.561974,1,CHADEMO
40.753954,-73.561974,1,J1772
40.753954,-73.561974,0,J1772COMBO
40.753954,-73.561974,0,Simultaneous DCFC Ports
40.753954,-73.561974,0,TESLA
40.754132,-73.918832,0,CHADEMO
40.754132,-73.918832,1,J1772
40.754132,-73.918832,0,J1772COMBO
40.754132,-73.918832,0,Simultaneous DCFC Ports
40.754132,-73.918832,0,TESLA
40.754735,-73.973361,0,CHADEMO
40.754735,-73.973361,0,J1772
40.754735,-73.973361,0,J1772COMBO
40.754735,-73.973361,0,Simultaneous DCFC Ports
40.754735,-73.973361,1,TESLA
40.7547868,-73.965044,0,CHADEMO
40.7547868,-73.965044,2,J1772
40.7547868,-73.965044,0,J1772COMBO
40.7547868,-73.965044,0,Simultaneous DCFC Ports
40.7547868,-73.965044,0,TESLA
40.75489726,-73.97410695,0,CHADEMO
40.75489726,-73.97410695,20,J1772
40.75489726,-73.97410695,0,J1772COMBO
40.75489726,-73.97410695,0,Simultaneous DCFC Ports
40.75489726,-73.97410695,0,TESLA
40.754989,-73.994205,0,CHADEMO
40.754989,-73.994205,2,J1772
40.754989,-73.994205,0,J1772COMBO
40.754989,-73.994205,0,Simultaneous DCFC Ports
40.754989,-73.994205,0,TESLA
40.755013,-73.963549,0,CHADEMO
40.755013,-73.963549,0,J1772
40.755013,-73.963549,0,J1772COMBO
40.755013,-73.963549,0,Simultaneous DCFC Ports
40.755013,-73.963549,1,TESLA
40.755024,-73.955605,0,CHADEMO
40.755024,-73.955605,1,J1772
40.755024,-73.955605,0,J1772COMBO
40.755024,-73.955605,0,Simultaneous DCFC Ports
40.755024,-73.955605,0,TESLA
40.755072,-73.892094,1,CHADEMO
40.755072,-73.892094,2,J1772
40.755072,-73.892094,1,J1772COMBO
40.755072,-73.892094,0,Simultaneous DCFC Ports
40.755072,-73.892094,0,TESLA
40.755077,-73.955605,0,CHADEMO
40.755077,-73.955605,1,J1772
40.755077,-73.955605,0,J1772COMBO
40.755077,-73.955605,0,Simultaneous DCFC Ports
40.755077,-73.955605,0,TESLA
40.755093,-73.955605,0,CHADEMO
40.755093,-73.955605,1,J1772
40.755093,-73.955605,0,J1772COMBO
40.755093,-73.955605,0,Simultaneous DCFC Ports
40.755093,-73.955605,0,TESLA
40.755108,-73.955605,0,CHADEMO
40.755108,-73.955605,1,J1772
40.755108,-73.955605,0,J1772COMBO
40.755108,-73.955605,0,Simultaneous DCFC Ports
40.755108,-73.955605,0,TESLA
40.755142,-73.9556,0,CHADEMO
40.755142,-73.9556,1,J1772
40.755142,-73.9556,0,J1772COMBO
40.755142,-73.9556,0,Simultaneous DCFC Ports
40.755142,-73.9556,0,TESLA
40.75516,-73.955605,0,CHADEMO
40.75516,-73.955605,1,J1772
40.75516,-73.955605,0,J1772COMBO
40.75516,-73.955605,0,Simultaneous DCFC Ports
40.75516,-73.955605,0,TESLA
40.755245,-73.983406,0,CHADEMO
40.755245,-73.983406,1,J1772
40.755245,-73.983406,0,J1772COMBO
40.755245,-73.983406,0,Simultaneous DCFC Ports
40.755245,-73.983406,0,TESLA
40.755314,-73.955605,0,CHADEMO
40.755314,-73.955605,1,J1772
40.755314,-73.955605,0,J1772COMBO
40.755314,-73.955605,0,Simultaneous DCFC Ports
40.755314,-73.955605,0,TESLA
40.75533,-73.95569,0,CHADEMO
40.75533,-73.95569,1,J1772
40.75533,-73.95569,0,J1772COMBO
40.75533,-73.95569,0,Simultaneous DCFC Ports
40.75533,-73.95569,0,TESLA
40.755371,-73.963368,0,CHADEMO
40.755371,-73.963368,1,J1772
40.755371,-73.963368,0,J1772COMBO
40.755371,-73.963368,0,Simultaneous DCFC Ports
40.755371,-73.963368,2,TESLA
40.755417,-73.923072,0,CHADEMO
40.755417,-73.923072,4,J1772
40.755417,-73.923072,0,J1772COMBO
40.755417,-73.923072,0,Simultaneous DCFC Ports
40.755417,-73.923072,0,TESLA
40.755508,-73.922168,0,CHADEMO
40.755508,-73.922168,0,J1772
40.755508,-73.922168,0,J1772COMBO
40.755508,-73.922168,0,Simultaneous DCFC Ports
40.755508,-73.922168,4,TESLA
40.755549,-73.892215,0,CHADEMO
40.755549,-73.892215,1,J1772
40.755549,-73.892215,0,J1772COMBO
40.755549,-73.892215,0,Simultaneous DCFC Ports
40.755549,-73.892215,0,TESLA
40.755679,-73.963528,0,CHADEMO
40.755679,-73.963528,0,J1772
40.755679,-73.963528,0,J1772COMBO
40.755679,-73.963528,0,Simultaneous DCFC Ports
40.755679,-73.963528,2,TESLA
40.755829,-73.880211,0,CHADEMO
40.755829,-73.880211,0,J1772
40.755829,-73.880211,0,J1772COMBO
40.755829,-73.880211,0,Simultaneous DCFC Ports
40.755829,-73.880211,4,TESLA
40.756071,-73.98392,0,CHADEMO
40.756071,-73.98392,1,J1772
40.756071,-73.98392,0,J1772COMBO
40.756071,-73.98392,0,Simultaneous DCFC Ports
40.756071,-73.98392,2,TESLA
40.756177,-73.990558,0,CHADEMO
40.756177,-73.990558,2,J1772
40.756177,-73.990558,0,J1772COMBO
40.756177,-73.990558,0,Simultaneous DCFC Ports
40.756177,-73.990558,0,TESLA
40.756191,-73.836298,1,CHADEMO
40.756191,-73.836298,1,J1772
40.756191,-73.836298,3,J1772COMBO
40.756191,-73.836298,0,Simultaneous DCFC Ports
40.756191,-73.836298,0,TESLA
40.756766,-73.967481,0,CHADEMO
40.756766,-73.967481,2,J1772
40.756766,-73.967481,0,J1772COMBO
40.756766,-73.967481,0,Simultaneous DCFC Ports
40.756766,-73.967481,0,TESLA
40.756893,-73.834158,0,CHADEMO
40.756893,-73.834158,0,J1772
40.756893,-73.834158,0,J1772COMBO
40.756893,-73.834158,0,Simultaneous DCFC Ports
40.756893,-73.834158,3,TESLA
40.756956,-73.966399,0,CHADEMO
40.756956,-73.966399,1,J1772
40.756956,-73.966399,0,J1772COMBO
40.756956,-73.966399,0,Simultaneous DCFC Ports
40.756956,-73.966399,2,TESLA
40.757047,-73.974455,0,CHADEMO
40.757047,-73.974455,0,J1772
40.757047,-73.974455,0,J1772COMBO
40.757047,-73.974455,0,Simultaneous DCFC Ports
40.757047,-73.974455,2,TESLA
40.757099,-73.963122,0,CHADEMO
40.757099,-73.963122,6,J1772
40.757099,-73.963122,0,J1772COMBO
40.757099,-73.963122,0,Simultaneous DCFC Ports
40.757099,-73.963122,0,TESLA
40.758153,-73.965302,0,CHADEMO
40.758153,-73.965302,2,J1772
40.758153,-73.965302,0,J1772COMBO
40.758153,-73.965302,0,Simultaneous DCFC Ports
40.758153,-73.965302,0,TESLA
40.75824,-73.95967,0,CHADEMO
40.75824,-73.95967,2,J1772
40.75824,-73.95967,0,J1772COMBO
40.75824,-73.95967,0,Simultaneous DCFC Ports
40.75824,-73.95967,0,TESLA
40.758245,-73.776954,0,CHADEMO
40.758245,-73.776954,1,J1772
40.758245,-73.776954,0,J1772COMBO
40.758245,-73.776954,0,Simultaneous DCFC Ports
40.758245,-73.776954,0,TESLA
40.758305,-73.980311,0,CHADEMO
40.758305,-73.980311,8,J1772
40.758305,-73.980311,0,J1772COMBO
40.758305,-73.980311,0,Simultaneous DCFC Ports
40.758305,-73.980311,0,TESLA
40.758358,-73.9597,0,CHADEMO
40.758358,-73.9597,2,J1772
40.758358,-73.9597,0,J1772COMBO
40.758358,-73.9597,0,Simultaneous DCFC Ports
40.758358,-73.9597,0,TESLA
40.758503,-73.991285,0,CHADEMO
40.758503,-73.991285,1,J1772
40.758503,-73.991285,0,J1772COMBO
40.758503,-73.991285,0,Simultaneous DCFC Ports
40.758503,-73.991285,2,TESLA
40.758681,-73.98135,0,CHADEMO
40.758681,-73.98135,1,J1772
40.758681,-73.98135,0,J1772COMBO
40.758681,-73.98135,0,Simultaneous DCFC Ports
40.758681,-73.98135,0,TESLA
40.758745,-73.833154,0,CHADEMO
40.758745,-73.833154,0,J1772
40.758745,-73.833154,0,J1772COMBO
40.758745,-73.833154,0,Simultaneous DCFC Ports
40.758745,-73.833154,4,TESLA
40.758766,-73.961406,0,CHADEMO
40.758766,-73.961406,1,J1772
40.758766,-73.961406,0,J1772COMBO
40.758766,-73.961406,0,Simultaneous DCFC Ports
40.758766,-73.961406,2,TESLA
40.758967,-73.995189,0,CHADEMO
40.758967,-73.995189,2,J1772
40.758967,-73.995189,0,J1772COMBO
40.758967,-73.995189,0,Simultaneous DCFC Ports
40.758967,-73.995189,0,TESLA
40.759223,-73.992703,0,CHADEMO
40.759223,-73.992703,2,J1772
40.759223,-73.992703,0,J1772COMBO
40.759223,-73.992703,0,Simultaneous DCFC Ports
40.759223,-73.992703,0,TESLA
40.759225,-73.4033794,0,CHADEMO
40.759225,-73.4033794,2,J1772
40.759225,-73.4033794,0,J1772COMBO
40.759225,-73.4033794,0,Simultaneous DCFC Ports
40.759225,-73.4033794,0,TESLA
40.759299,-73.968603,0,CHADEMO
40.759299,-73.968603,1,J1772
40.759299,-73.968603,0,J1772COMBO
40.759299,-73.968603,0,Simultaneous DCFC Ports
40.759299,-73.968603,0,TESLA
40.759484,-73.965206,0,CHADEMO
40.759484,-73.965206,1,J1772
40.759484,-73.965206,0,J1772COMBO
40.759484,-73.965206,0,Simultaneous DCFC Ports
40.759484,-73.965206,2,TESLA
40.759764,-73.967956,0,CHADEMO
40.759764,-73.967956,1,J1772
40.759764,-73.967956,0,J1772COMBO
40.759764,-73.967956,0,Simultaneous DCFC Ports
40.759764,-73.967956,2,TESLA
40.760421,-73.964418,0,CHADEMO
40.760421,-73.964418,1,J1772
40.760421,-73.964418,0,J1772COMBO
40.760421,-73.964418,0,Simultaneous DCFC Ports
40.760421,-73.964418,2,TESLA
40.760424,-73.856316,0,CHADEMO
40.760424,-73.856316,1,J1772
40.760424,-73.856316,0,J1772COMBO
40.760424,-73.856316,0,Simultaneous DCFC Ports
40.760424,-73.856316,0,TESLA
40.760522,-73.959278,0,CHADEMO
40.760522,-73.959278,1,J1772
40.760522,-73.959278,0,J1772COMBO
40.760522,-73.959278,0,Simultaneous DCFC Ports
40.760522,-73.959278,2,TESLA
40.760609,-73.857002,1,CHADEMO
40.760609,-73.857002,0,J1772
40.760609,-73.857002,1,J1772COMBO
40.760609,-73.857002,0,Simultaneous DCFC Ports
40.760609,-73.857002,0,TESLA
40.760676,-73.829774,0,CHADEMO
40.760676,-73.829774,0,J1772
40.760676,-73.829774,0,J1772COMBO
40.760676,-73.829774,0,Simultaneous DCFC Ports
40.760676,-73.829774,4,TESLA
40.760809,-73.998773,0,CHADEMO
40.760809,-73.998773,1,J1772
40.760809,-73.998773,0,J1772COMBO
40.760809,-73.998773,0,Simultaneous DCFC Ports
40.760809,-73.998773,2,TESLA
40.760856,-73.986218,0,CHADEMO
40.760856,-73.986218,0,J1772
40.760856,-73.986218,0,J1772COMBO
40.760856,-73.986218,0,Simultaneous DCFC Ports
40.760856,-73.986218,4,TESLA
40.760856,-73.829765,0,CHADEMO
40.760856,-73.829765,0,J1772
40.760856,-73.829765,0,J1772COMBO
40.760856,-73.829765,0,Simultaneous DCFC Ports
40.760856,-73.829765,4,TESLA
40.761051,-73.974877,0,CHADEMO
40.761051,-73.974877,0,J1772
40.761051,-73.974877,0,J1772COMBO
40.761051,-73.974877,0,Simultaneous DCFC Ports
40.761051,-73.974877,2,TESLA
40.761171,-73.300903,0,CHADEMO
40.761171,-73.300903,2,J1772
40.761171,-73.300903,0,J1772COMBO
40.761171,-73.300903,0,Simultaneous DCFC Ports
40.761171,-73.300903,0,TESLA
40.761376,-73.985273,0,CHADEMO
40.761376,-73.985273,1,J1772
40.761376,-73.985273,0,J1772COMBO
40.761376,-73.985273,0,Simultaneous DCFC Ports
40.761376,-73.985273,0,TESLA
40.7613979,-73.9746128,0,CHADEMO
40.7613979,-73.9746128,1,J1772
40.7613979,-73.9746128,0,J1772COMBO
40.7613979,-73.9746128,0,Simultaneous DCFC Ports
40.7613979,-73.9746128,0,TESLA
40.761412,-73.923755,0,CHADEMO
40.761412,-73.923755,2,J1772
40.761412,-73.923755,0,J1772COMBO
40.761412,-73.923755,0,Simultaneous DCFC Ports
40.761412,-73.923755,0,TESLA
40.76161,-73.96775,0,CHADEMO
40.76161,-73.96775,1,J1772
40.76161,-73.96775,0,J1772COMBO
40.76161,-73.96775,0,Simultaneous DCFC Ports
40.76161,-73.96775,2,TESLA
40.7616221,-73.9754656,0,CHADEMO
40.7616221,-73.9754656,1,J1772
40.7616221,-73.9754656,0,J1772COMBO
40.7616221,-73.9754656,0,Simultaneous DCFC Ports
40.7616221,-73.9754656,0,TESLA
40.761692,-73.01223,0,CHADEMO
40.761692,-73.01223,2,J1772
40.761692,-73.01223,0,J1772COMBO
40.761692,-73.01223,0,Simultaneous DCFC Ports
40.761692,-73.01223,0,TESLA
40.76178,-73.975057,0,CHADEMO
40.76178,-73.975057,0,J1772
40.76178,-73.975057,0,J1772COMBO
40.76178,-73.975057,0,Simultaneous DCFC Ports
40.76178,-73.975057,1,TESLA
40.76211452,-73.98525398,0,CHADEMO
40.76211452,-73.98525398,2,J1772
40.76211452,-73.98525398,0,J1772COMBO
40.76211452,-73.98525398,0,Simultaneous DCFC Ports
40.76211452,-73.98525398,0,TESLA
40.762199,-73.969557,0,CHADEMO
40.762199,-73.969557,1,J1772
40.762199,-73.969557,0,J1772COMBO
40.762199,-73.969557,0,Simultaneous DCFC Ports
40.762199,-73.969557,0,TESLA
40.762206,-73.830022,0,CHADEMO
40.762206,-73.830022,0,J1772
40.762206,-73.830022,0,J1772COMBO
40.762206,-73.830022,0,Simultaneous DCFC Ports
40.762206,-73.830022,3,TESLA
40.762316,-74.000256,0,CHADEMO
40.762316,-74.000256,1,J1772
40.762316,-74.000256,0,J1772COMBO
40.762316,-74.000256,0,Simultaneous DCFC Ports
40.762316,-74.000256,2,TESLA
40.762337,-73.985727,0,CHADEMO
40.762337,-73.985727,1,J1772
40.762337,-73.985727,0,J1772COMBO
40.762337,-73.985727,0,Simultaneous DCFC Ports
40.762337,-73.985727,2,TESLA
40.762395,-73.305358,0,CHADEMO
40.762395,-73.305358,2,J1772
40.762395,-73.305358,0,J1772COMBO
40.762395,-73.305358,0,Simultaneous DCFC Ports
40.762395,-73.305358,0,TESLA
40.762397,-73.305471,0,CHADEMO
40.762397,-73.305471,2,J1772
40.762397,-73.305471,0,J1772COMBO
40.762397,-73.305471,0,Simultaneous DCFC Ports
40.762397,-73.305471,0,TESLA
40.762401,-73.305747,0,CHADEMO
40.762401,-73.305747,2,J1772
40.762401,-73.305747,0,J1772COMBO
40.762401,-73.305747,0,Simultaneous DCFC Ports
40.762401,-73.305747,0,TESLA
40.762403,-73.305586,0,CHADEMO
40.762403,-73.305586,2,J1772
40.762403,-73.305586,0,J1772COMBO
40.762403,-73.305586,0,Simultaneous DCFC Ports
40.762403,-73.305586,0,TESLA
40.762405,-73.30583,0,CHADEMO
40.762405,-73.30583,2,J1772
40.762405,-73.30583,0,J1772COMBO
40.762405,-73.30583,0,Simultaneous DCFC Ports
40.762405,-73.30583,0,TESLA
40.762409,-73.30568,0,CHADEMO
40.762409,-73.30568,2,J1772
40.762409,-73.30568,0,J1772COMBO
40.762409,-73.30568,0,Simultaneous DCFC Ports
40.762409,-73.30568,0,TESLA
40.762417,-73.926985,0,CHADEMO
40.762417,-73.926985,0,J1772
40.762417,-73.926985,0,J1772COMBO
40.762417,-73.926985,0,Simultaneous DCFC Ports
40.762417,-73.926985,4,TESLA
40.762445,-73.97971,0,CHADEMO
40.762445,-73.97971,2,J1772
40.762445,-73.97971,0,J1772COMBO
40.762445,-73.97971,0,Simultaneous DCFC Ports
40.762445,-73.97971,2,TESLA
40.762536,-73.826279,0,CHADEMO
40.762536,-73.826279,0,J1772
40.762536,-73.826279,0,J1772COMBO
40.762536,-73.826279,0,Simultaneous DCFC Ports
40.762536,-73.826279,4,TESLA
40.762653,-73.977846,0,CHADEMO
40.762653,-73.977846,1,J1772
40.762653,-73.977846,0,J1772COMBO
40.762653,-73.977846,0,Simultaneous DCFC Ports
40.762653,-73.977846,2,TESLA
40.762763,-73.924473,0,CHADEMO
40.762763,-73.924473,0,J1772
40.762763,-73.924473,0,J1772COMBO
40.762763,-73.924473,0,Simultaneous DCFC Ports
40.762763,-73.924473,4,TESLA
40.762806,-73.9687,0,CHADEMO
40.762806,-73.9687,0,J1772
40.762806,-73.9687,0,J1772COMBO
40.762806,-73.9687,0,Simultaneous DCFC Ports
40.762806,-73.9687,3,TESLA
40.762891,-73.983151,0,CHADEMO
40.762891,-73.983151,1,J1772
40.762891,-73.983151,0,J1772COMBO
40.762891,-73.983151,0,Simultaneous DCFC Ports
40.762891,-73.983151,2,TESLA
40.762948,-73.965513,0,CHADEMO
40.762948,-73.965513,1,J1772
40.762948,-73.965513,0,J1772COMBO
40.762948,-73.965513,0,Simultaneous DCFC Ports
40.762948,-73.965513,2,TESLA
40.763,-73.981278,0,CHADEMO
40.763,-73.981278,1,J1772
40.763,-73.981278,0,J1772COMBO
40.763,-73.981278,0,Simultaneous DCFC Ports
40.763,-73.981278,2,TESLA
40.763053,-73.902931,0,CHADEMO
40.763053,-73.902931,2,J1772
40.763053,-73.902931,0,J1772COMBO
40.763053,-73.902931,0,Simultaneous DCFC Ports
40.763053,-73.902931,0,TESLA
40.7632,-73.960185,0,CHADEMO
40.7632,-73.960185,2,J1772
40.7632,-73.960185,0,J1772COMBO
40.7632,-73.960185,0,Simultaneous DCFC Ports
40.7632,-73.960185,0,TESLA
40.763212,-73.99629,0,CHADEMO
40.763212,-73.99629,2,J1772
40.763212,-73.99629,0,J1772COMBO
40.763212,-73.99629,0,Simultaneous DCFC Ports
40.763212,-73.99629,0,TESLA
40.76324463,-73.98864745,0,CHADEMO
40.76324463,-73.98864745,1,J1772
40.76324463,-73.98864745,0,J1772COMBO
40.76324463,-73.98864745,0,Simultaneous DCFC Ports
40.76324463,-73.98864745,0,TESLA
40.76351,-73.979364,0,CHADEMO
40.76351,-73.979364,1,J1772
40.76351,-73.979364,0,J1772COMBO
40.76351,-73.979364,0,Simultaneous DCFC Ports
40.76351,-73.979364,2,TESLA
40.763562,-73.963079,0,CHADEMO
40.763562,-73.963079,1,J1772
40.763562,-73.963079,0,J1772COMBO
40.763562,-73.963079,0,Simultaneous DCFC Ports
40.763562,-73.963079,2,TESLA
40.763564,-73.960236,0,CHADEMO
40.763564,-73.960236,0,J1772
40.763564,-73.960236,0,J1772COMBO
40.763564,-73.960236,0,Simultaneous DCFC Ports
40.763564,-73.960236,4,TESLA
40.763723,-73.956354,0,CHADEMO
40.763723,-73.956354,2,J1772
40.763723,-73.956354,0,J1772COMBO
40.763723,-73.956354,0,Simultaneous DCFC Ports
40.763723,-73.956354,0,TESLA
40.76379,-73.423658,0,CHADEMO
40.76379,-73.423658,1,J1772
40.76379,-73.423658,0,J1772COMBO
40.76379,-73.423658,0,Simultaneous DCFC Ports
40.76379,-73.423658,0,TESLA
40.763888,-73.97499,0,CHADEMO
40.763888,-73.97499,1,J1772
40.763888,-73.97499,0,J1772COMBO
40.763888,-73.97499,0,Simultaneous DCFC Ports
40.763888,-73.97499,2,TESLA
40.76389,-73.961892,0,CHADEMO
40.76389,-73.961892,1,J1772
40.76389,-73.961892,0,J1772COMBO
40.76389,-73.961892,0,Simultaneous DCFC Ports
40.76389,-73.961892,2,TESLA
40.764174,-73.964533,0,CHADEMO
40.764174,-73.964533,0,J1772
40.764174,-73.964533,0,J1772COMBO
40.764174,-73.964533,0,Simultaneous DCFC Ports
40.764174,-73.964533,2,TESLA
40.764208,-73.947198,0,CHADEMO
40.764208,-73.947198,2,J1772
40.764208,-73.947198,0,J1772COMBO
40.764208,-73.947198,0,Simultaneous DCFC Ports
40.764208,-73.947198,0,TESLA
40.764369,-73.982707,0,CHADEMO
40.764369,-73.982707,1,J1772
40.764369,-73.982707,0,J1772COMBO
40.764369,-73.982707,0,Simultaneous DCFC Ports
40.764369,-73.982707,1,TESLA
40.764429,-73.946793,0,CHADEMO
40.764429,-73.946793,2,J1772
40.764429,-73.946793,0,J1772COMBO
40.764429,-73.946793,0,Simultaneous DCFC Ports
40.764429,-73.946793,0,TESLA
40.764459,-73.976349,0,CHADEMO
40.764459,-73.976349,1,J1772
40.764459,-73.976349,0,J1772COMBO
40.764459,-73.976349,0,Simultaneous DCFC Ports
40.764459,-73.976349,2,TESLA
40.764464,-73.946924,0,CHADEMO
